31,1.87217116355896
32,1.6552140712738037
33,1.6583820581436157
34,1.6548166275024414
35,1.7307716608047485
36,1.9263859987258911
37,1.9156690835952759
38,1.8500685691833496
39,1.865850567817688
40,1.3855006694793701
0,3.9946014881134033
0,2.390170097351074
0,2.592442035675049
1,2.266390800476074
0,2.3570806980133057
0,2.085010528564453
1,2.355409860610962
2,2.119948625564575
3,2.160431385040283
4,1.8793535232543945
5,1.9739274978637695
6,2.0115132331848145
7,1.9103509187698364
8,2.0393075942993164
9,1.9826427698135376
10,1.7944114208221436
11,1.6644178628921509
12,1.7683357000350952
13,1.8450713157653809
14,1.7656909227371216
15,1.643947958946228
16,1.8848211765289307
17,1.6845802068710327
18,1.9451864957809448
19,1.870643973350525
20,1.8537297248840332
21,1.9407153129577637
22,1.91831636428833
23,1.9231858253479004
24,1.556517481803894
25,1.6966732740402222
26,1.7743651866912842
27,1.5796847343444824
28,1.7527313232421875
29,1.8524963855743408
30,1.6866339445114136
31,1.8896080255508423
32,1.98735773563385
33,1.7125113010406494
34,1.6593842506408691
35,1.6203445196151733
36,1.7012968063354492
37,1.8805443048477173
38,1.6430308818817139
39,1.91206955909729
40,1.799210786819458
41,1.9330374002456665
42,1.8314324617385864
43,1.710647702217102
44,1.8760247230529785
45,1.7474946975708008
46,1.647865653038025
47,1.6755461692810059
48,1.8254151344299316
49,1.894484519958496
50,1.884752631187439
51,1.742164969444275
52,1.6575965881347656
53,1.7583777904510498
54,1.9034403562545776
55,1.6391688585281372
56,1.695989966392517
57,1.8198707103729248
58,1.81504487991333
59,1.8052918910980225
60,1.6055762767791748
61,1.6270318031311035
62,1.650882363319397
63,1.7160861492156982
64,1.8449946641921997
65,1.8201261758804321
66,1.6692930459976196
67,1.6530201435089111
68,1.6262938976287842
69,1.8117294311523438
70,1.6462721824645996
71,1.5977271795272827
72,1.6076006889343262
73,1.6683801412582397
74,1.627225637435913
75,1.7650924921035767
76,1.7960553169250488
77,1.7131918668746948
78,1.8961519002914429
79,1.6639002561569214
80,1.7786414623260498
81,1.71640944480896
82,1.6547703742980957
83,1.6746443510055542
84,1.6205998659133911
85,1.6158699989318848
86,1.5673086643218994
87,1.6718193292617798
88,1.6000990867614746
89,1.5802102088928223
90,1.6494696140289307
91,1.6953407526016235
92,1.527522325515747
93,1.7113124132156372
94,1.5317131280899048
95,1.7520335912704468
96,1.5622478723526
97,1.6606968641281128
98,1.628391146659851
99,1.8436414003372192
